"","Date","European Union_Allowance Price_Domestic Currency (EUR)","California_Allowance Price_Domestic Currency (USD)","Québec_Allowance Price_Domestic Currency (CAD)","Ontario_Allowance Price_Domestic Currency (CAD)","New Zealand_Allowance Price_Domestic Currency (NZD)","Kazakhstan_Allowance Price_Domestic Currency (KZT)","South Korea_Allowance Price_Domestic Currency (KRW)","Switzerland_Allowance Price_Domestic Currency (CHF)","RGGI_Allowance Price_Domestic Currency (USD)","Nova Scotia_Allowance Price_Domestic Currency ( )","United Kingdom_Allowance Price_Domestic Currency ( )","China_Allowance Price_Domestic Currency ( )","Germany_Allowance Price_Domestic Currency ( )","Washigton_Allowance Price_Domestic Currency ( )","New ETS 6_Allowance Price_Domestic Currency ( )","New ETS 7_Allowance Price_Domestic Currency ( )","New ETS 8_Allowance Price_Domestic Currency ( )","New ETS 10_Allowance Price_Domestic Currency ( )","Shenzhen_Allowance Price_Domestic Currency (CNY)","Shanghai_Allowance Price_Domestic Currency (CNY)","Beijing_Allowance Price_Domestic Currency (CNY)","Guangdong_Allowance Price_Domestic Currency (CNY)","Tianjin_Allowance Price_Domestic Currency (CNY)","Hubei_Allowance Price_Domestic Currency (CNY)","Chongqing_Allowance Price_Domestic Currency (CNY)","Fujian_Allowance Price_Domestic Currency (CNY)"
"5936",2021-03-30,41.95,NA,NA,NA,36.9,NA,18350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.157177322,NA,30.63,36.27,24.25,28.95887079,23.5,NA
"5937",2021-03-31,42.45,NA,NA,NA,36.9,NA,18100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.846454545,NA,28.41,36.28,24.6,28.51015129,23.64,NA
"5938",2021-04-01,42.38,NA,NA,NA,37,NA,18000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.361513944,NA,NA,36.87067172,25,29.36996904,24.41218487,NA
"5939",2021-04-02,NA,NA,NA,NA,NA,NA,17500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.558810092,NA,NA,37.50769681,NA,28.77441441,24.73645017,NA
"5940",2021-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5941",2021-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5942",2021-04-05,NA,NA,NA,NA,NA,NA,16750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5943",2021-04-06,44.15,NA,NA,NA,37.02,NA,15400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.895118812,NA,NA,36.75,NA,28.71546293,23.98538462,NA
"5944",2021-04-07,43.76,NA,NA,NA,36.95,NA,16300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.688906196,NA,34,36.74,26,29.69375,26.39,NA
"5945",2021-04-08,43.37,NA,NA,NA,37,NA,15800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.787453265,40.45772595,NA,37.09,25.8,30.01209302,28.94881575,NA
"5946",2021-04-09,43.55,NA,NA,NA,37,NA,15000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.581802355,NA,NA,36.65,25.5,33.96,26.06043912,NA
"5947",2021-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5948",2021-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5949",2021-04-12,44.33,NA,NA,NA,37.15,NA,14300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.685262436,NA,NA,36.68410538,27,30.92284367,26.45160742,NA
"5950",2021-04-13,43.69,NA,NA,NA,37.25,NA,14550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.240967283,NA,NA,36.93901107,28,30.2,24.39994066,NA
"5951",2021-04-14,43.74,NA,NA,NA,37.3,NA,14550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.583866667,NA,30,36.98654729,27.5,28.83633476,24.40758693,NA
"5952",2021-04-15,44.26,NA,NA,NA,37.3,NA,15000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.455,NA,24,37.06314185,NA,29.32015152,24.1,NA
"5953",2021-04-16,44.35,NA,NA,NA,37.32,NA,15500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.077692308,42,27,37.25400122,NA,30.14571429,24.98657269,NA
"5954",2021-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5955",2021-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5956",2021-04-19,43.82,NA,NA,NA,37.3,NA,15700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.525,NA,32.4,37.18667269,NA,29.06745785,24.18962723,9
"5957",2021-04-20,44.99,NA,NA,NA,37.3,NA,16000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.608994083,41.8,35.3,37.18165369,NA,29.20169591,23.52962963,NA
"5958",2021-04-21,45.81,NA,NA,NA,37.3,NA,16700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.110758893,NA,NA,37.33661915,NA,30.2047619,23.55210699,NA
"5959",2021-04-22,47,NA,NA,NA,37.5,NA,17050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.027994467,41.625,39.51538462,37.57,NA,29.14915109,25.9,NA
"5960",2021-04-23,46.87,NA,NA,NA,37.6,NA,17750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.441569343,41.61904762,47.00013329,38.70096504,NA,29.64137931,23.38,NA
"5961",2021-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5962",2021-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5963",2021-04-26,47.11,NA,NA,NA,NA,NA,18800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.578439581,41.62,50.11215991,38.78,28,28.95486516,25.7,NA
"5964",2021-04-27,47.2,NA,NA,NA,37.55,NA,19900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.060899879,41.62,43.76666667,38.94881253,28,29.95206845,23.5,NA
"5965",2021-04-28,47.69,NA,NA,NA,37.45,NA,19100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.516262425,NA,42.02361157,38.79728582,27.88,29.17645793,23,NA
"5966",2021-04-29,47.91,NA,NA,NA,37.47,NA,18300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.443367394,NA,47.59976665,38.61741654,NA,29.02828556,23.7666701,NA
"5967",2021-04-30,NA,NA,NA,NA,37.52,NA,18300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.20787948,NA,52.88727107,38.25583628,NA,26.97141851,24.49596651,NA
"5968",2021-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5969",2021-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5970",2021-05-03,49.32,NA,NA,NA,37.5,NA,17000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5971",2021-05-04,48.5,NA,NA,NA,37.5,NA,17050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5972",2021-05-05,49.32,NA,NA,NA,37.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5973",2021-05-06,49.82,NA,NA,NA,37.4,NA,18300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.80435272,41.5,56.46686493,35.96057702,NA,30.95311181,24,NA
"5974",2021-05-07,50.33,NA,NA,NA,37.4,NA,18300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.37105882,NA,67.8,39.17,NA,29.29026178,23.03864986,NA
"5975",2021-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5976",2021-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5977",2021-05-10,52.1,NA,NA,NA,37.35,NA,18000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.301558626,40,80,39.42234704,NA,30.67234063,23.49631229,NA
"5978",2021-05-11,52.91,NA,NA,NA,37.25,NA,17950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.44851613,40.38,82,39.57,NA,30.14268722,25.8,NA
"5979",2021-05-12,55.17,NA,NA,NA,37.2,NA,17900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.55599983,39.9,82,39.66653681,NA,31.25377551,24.43033956,NA
"5980",2021-05-13,54.34,NA,NA,NA,37,NA,18000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.02926894,39.8,81.88737864,40.01614727,28.5,29.36611429,25.10855263,NA
"5981",2021-05-14,56.5,NA,NA,NA,37,NA,18000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.6088137,NA,79.8,40.17,NA,30.07625202,22.6,NA
"5982",2021-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5983",2021-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5984",2021-05-17,56.16,NA,NA,NA,37.25,NA,17950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.222804878,39.5,84.84545455,40.15,29,29.63744835,NA,NA
"5985",2021-05-18,52.9,NA,NA,NA,37.07,NA,17850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.074355597,NA,87.5,40.44,29,29.91408756,24.8,NA
"5986",2021-05-19,49.55,18.8,22.26,NA,36.97,NA,NA,NA,NA,NA,43.99,NA,NA,NA,NA,NA,NA,NA,8.429960974,NA,81.49425287,39.91,27,30.40756757,25.125,NA
"5987",2021-05-20,52.58,NA,NA,NA,37.05,NA,17800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.661305903,NA,NA,39.80324624,NA,30.93105058,25.36618545,NA
"5988",2021-05-21,51.65,NA,NA,NA,37.05,NA,17700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.09447012,39.51,79,39.66,NA,29.14133358,24.43898894,NA
"5989",2021-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5990",2021-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5991",2021-05-24,52.68,NA,NA,NA,36.55,NA,17000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.85656568,NA,NA,40.26,NA,32.02311789,24.58580243,NA
"5992",2021-05-25,53.23,NA,NA,NA,36.65,NA,17000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.87532258,39.80638298,NA,40.01018626,NA,30.36373163,24.71379495,NA
"5993",2021-05-26,53.59,NA,NA,NA,36.75,NA,17000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.92743162,NA,NA,39.49,NA,30.16748933,24.2,NA
"5994",2021-05-27,51.76,NA,NA,NA,37.05,NA,17050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.78018149,39.5,64.34769031,39.44,29,30.21362863,24.43230308,NA
"5995",2021-05-28,50.95,NA,NA,NA,37,NA,16950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.68839955,39.8,77.3,41.08,29.8,30.14078984,25.1661129,NA
"5996",2021-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5997",2021-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5998",2021-05-31,51.61,NA,NA,NA,37,NA,17050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.753587352,39.5,87.5,39.44131388,NA,30.29689361,26.5,NA
"5999",2021-06-01,52.31,NA,NA,NA,37.4,NA,15350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.69293027,NA,NA,39.47170216,31,33.96403601,NA,NA
"6000",2021-06-02,51.3,NA,NA,NA,37.6,NA,13850,NA,8.785421535,NA,44.75,NA,NA,NA,NA,NA,NA,NA,17.7976501,NA,NA,39.13989831,33,29.08551555,28.30391341,NA
"6001",2021-06-03,50.17,NA,NA,NA,37.9,NA,13550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.92826278,40,NA,40.19310896,33,30.27834278,30.99844881,NA
"6002",2021-06-04,49.9,NA,NA,NA,38.1,NA,14100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.205660326,39.73,NA,39.53,32.5,30.31668329,27.9,NA
"6003",2021-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6004",2021-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6005",2021-06-07,51.39,NA,NA,NA,NA,NA,14100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.064122883,NA,NA,39.57,30.6,30.35544841,29.48894591,NA
"6006",2021-06-08,52.1,NA,NA,NA,39.2,NA,14150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.895463918,NA,NA,39.55,32.8,27.34385367,29.91291509,NA
"6007",2021-06-09,53.43,NA,NA,NA,40.15,NA,15100,NA,NA,36.71,NA,NA,NA,NA,NA,NA,NA,NA,16.08865322,NA,85.62325633,39.94592521,32.97579357,32.21099455,30.6153996,NA
"6008",2021-06-10,53.7,NA,NA,NA,40.15,NA,15500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.84955732,39.4,93.8,40.43,NA,30.7744616,33,NA
"6009",2021-06-11,52.59,NA,NA,NA,40.35,NA,15650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.655885389,39.73,NA,40.40143129,32.5,31.38155552,32.70272975,NA
"6010",2021-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6011",2021-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6012",2021-06-14,52.81,NA,NA,NA,40.6,NA,15550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6013",2021-06-15,51.31,NA,NA,NA,40.85,NA,15450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.576862306,39.36268675,88,40.07459762,33,31.51653812,35.51849768,NA
"6014",2021-06-16,51.25,NA,NA,NA,41.2,NA,14400,NA,NA,NA,43.4,NA,NA,NA,NA,NA,NA,NA,15.19992551,NA,70.4,40.09,32.77324486,30.82703107,34,NA
"6015",2021-06-17,50.82,NA,NA,NA,41.3,NA,13000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.953058824,NA,NA,41.57,33.01267617,31.12545438,30.6936894,NA
"6016",2021-06-18,51.81,NA,NA,NA,41.05,NA,11950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.08748527,NA,71,40.04,34,31.93660218,33.28181818,NA
"6017",2021-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6018",2021-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6019",2021-06-21,52.33,NA,NA,NA,40.97,NA,10800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.52095862,NA,NA,40.63961191,32.50153728,35.19170067,34,NA
"6020",2021-06-22,53.32,NA,NA,NA,40.9,NA,10500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.07947865,NA,NA,40.12,32.69476922,31.04825858,NA,NA
"6021",2021-06-23,54.56,NA,NA,NA,43.25,NA,11550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.98196507,NA,57.90915141,41.94734017,NA,32.83009174,32.88571429,NA
"6022",2021-06-24,54.99,NA,NA,NA,43.6,NA,12700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.37505399,39.184,67.25,40.59172293,NA,31.04682021,33,NA
"6023",2021-06-25,54.95,NA,NA,NA,43.1,NA,13700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.12136305,NA,77.19565217,41.84,NA,31.40964368,NA,NA
"6024",2021-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.90617119,NA,NA,NA,NA,NA,NA,NA
"6025",2021-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.34271663,NA,NA,NA,NA,NA,NA,NA
"6026",2021-06-28,55.4,NA,NA,NA,43.35,NA,15050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.21165559,39,75.5,41.21283183,NA,31.44786478,NA,NA
"6027",2021-06-29,55.54,NA,NA,NA,43.45,NA,14700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.22079,39,78.6,42.83,32.72507575,32.33717668,32.3,NA
"6028",2021-06-30,56.25,NA,NA,NA,43.47,NA,15800,NA,NA,NA,45.05,NA,NA,NA,NA,NA,NA,NA,15.83042754,NA,NA,41.32,NA,33.0175897,29.07,NA
"6029",2021-07-01,57.52,NA,NA,NA,44,NA,17750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.48,NA,NA,43.22,NA,32.99,31.72,NA
"6030",2021-07-02,57.24,NA,NA,NA,44.35,NA,17600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.47,NA,62.9,42.74,NA,32.04,33,NA
"6031",2021-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6032",2021-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6033",2021-07-05,57.76,NA,NA,NA,44.75,NA,19350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.45,39,50.3,43.43537501,NA,31.81,32.67,NA
"6034",2021-07-06,53.91,NA,NA,NA,45.25,NA,17700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.18,39,41.23,43.77,NA,31.9,NA,NA
"6035",2021-07-07,52.5,NA,NA,NA,46,NA,19450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.46,NA,33,44.30176286,NA,33.09,33,NA
"6036",2021-07-08,52.24,NA,NA,NA,47.5,NA,19000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.38,NA,52.78,43.63,NA,31.54,NA,NA
"6037",2021-07-09,54.17,NA,NA,NA,47.8,NA,20000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.71,NA,52,43.81,NA,32.14,NA,NA
"6038",2021-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.71445568,NA,NA,NA,NA
"6039",2021-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.37009901,NA,NA,NA,NA
"6040",2021-07-12,51.62,NA,NA,NA,48.05,NA,20100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.39,NA,44.54,43.34,NA,30.19,34,NA
"6041",2021-07-13,52.77,NA,NA,NA,47.7,NA,20100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.71,39.5,50.84,43.29,NA,31.78,NA,NA
"6042",2021-07-14,53.28,NA,NA,NA,47.3,NA,20100,NA,NA,NA,42.01,NA,NA,NA,NA,NA,NA,NA,7.34,NA,50.36,43.48,NA,31.75,NA,NA
"6043",2021-07-15,52.88,NA,NA,NA,47.55,NA,20100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.39,40.57,60,43.96856022,NA,32.27,NA,NA
"6044",2021-07-16,52.78,NA,NA,NA,47.8,NA,20100,NA,NA,NA,NA,51.23,NA,NA,NA,NA,NA,NA,14.29,NA,61.9,44.06,NA,33.65,33,NA
"6045",2021-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.52939531,NA,NA,NA,NA
"6046",2021-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.66983366,NA,NA,NA,NA
"6047",2021-07-19,52.31,NA,NA,NA,47.9,NA,20100,NA,NA,NA,NA,52.30343272,NA,NA,NA,NA,NA,NA,8.93,NA,60,44.25,NA,33.03868944,34.79,NA
"6048",2021-07-20,51.12,NA,NA,NA,47.82,NA,20100,NA,NA,NA,NA,53.27948765,NA,NA,NA,NA,NA,NA,9.26,40,61.1,45.00878346,NA,33.69,35.5,NA
"6049",2021-07-21,52.06,NA,NA,NA,47.97,NA,20100,NA,NA,NA,NA,54.40026786,NA,NA,NA,NA,NA,NA,10.79,40.1,70,45.50868547,NA,32.81,NA,NA
"6050",2021-07-22,50.71,NA,NA,NA,48.1,NA,20100,NA,NA,NA,NA,55.51771836,NA,NA,NA,NA,NA,NA,9.56,40.1,71.23,44.36127129,NA,34.88,35.11,NA
"6051",2021-07-23,50.82,NA,NA,NA,48.12,NA,20100,NA,NA,NA,NA,56.96660714,NA,NA,NA,NA,NA,NA,9.35,40.08,NA,43.48092818,NA,34.49,34.6,NA
"6052",2021-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6053",2021-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6054",2021-07-26,53.12,NA,NA,NA,48.05,NA,20100,NA,NA,NA,NA,54.46291667,NA,NA,NA,NA,NA,NA,9.67,NA,NA,42.19689627,NA,35.73,NA,NA
"6055",2021-07-27,52.84,NA,NA,NA,48.5,NA,20100,NA,NA,NA,NA,54.63136381,NA,NA,NA,NA,NA,NA,9.24,NA,NA,40.12279383,NA,37.46,35.15,NA
"6056",2021-07-28,53.77,NA,NA,NA,48.6,NA,20500,NA,NA,NA,42.29,52.49788294,NA,NA,NA,NA,NA,NA,7.91,40,69.38,40.25396176,NA,39.3,33.95,NA
"6057",2021-07-29,53.99,NA,NA,NA,48.6,NA,20700,NA,NA,NA,NA,52.96281413,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.9616259,NA,40.67,35.48,NA
"6058",2021-07-30,53.26,NA,NA,NA,48.6,NA,20850,NA,NA,NA,NA,54.17015,NA,NA,NA,NA,NA,NA,8.39,40,NA,40.18,NA,43.78,NA,9.8
"6059",2021-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6060",2021-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6061",2021-08-02,54.37,NA,NA,NA,48.6,NA,21300,NA,NA,NA,NA,51.98727809,NA,NA,NA,NA,NA,NA,8.39,40.7,NA,40.25,NA,42.52,NA,10.2
"6062",2021-08-03,54.12,NA,NA,NA,48.8,NA,21700,NA,NA,NA,NA,53.43939562,NA,NA,NA,NA,NA,NA,7.55,NA,NA,40.2,31,41.85,NA,NA
"6063",2021-08-04,55.39,NA,NA,NA,49,NA,22150,NA,NA,NA,NA,58.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.09156645,30,42.28,31.93,NA
"6064",2021-08-05,55.91,NA,NA,NA,49.1,NA,22150,NA,NA,NA,NA,54.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.54901602,29,41.39,35.12,NA
"6065",2021-08-06,56.58,NA,NA,NA,49.15,NA,22150,NA,NA,NA,NA,52.96,NA,NA,NA,NA,NA,NA,6.77,NA,NA,38.94967792,29.5,42.93,36,NA
"6066",2021-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6067",2021-08-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6068",2021-08-09,56.55,NA,NA,NA,49.25,NA,22150,NA,NA,NA,NA,53.31647841,NA,NA,NA,NA,NA,NA,6.88,NA,NA,40.38404698,28,43.9,NA,NA
"6069",2021-08-10,57.33,NA,NA,NA,49.6,NA,24000,NA,NA,NA,NA,55.32,NA,NA,NA,NA,NA,NA,6.83,40.7,71.39,39.22063451,NA,45.47,35,10.78
"6070",2021-08-11,57.69,NA,NA,NA,49.55,NA,26400,NA,NA,NA,47.25,55.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.05,28.5,44.15,NA,11.86
"6071",2021-08-12,56.18,NA,NA,NA,49.8,NA,26000,NA,NA,NA,NA,55.43276121,NA,NA,NA,NA,NA,NA,6.91,41.47,63.03,39.6195705,28,43.85,NA,13
"6072",2021-08-13,55.31,NA,NA,NA,49.7,NA,26000,NA,NA,NA,NA,54.00002804,NA,NA,NA,NA,NA,NA,8.05,NA,66,38.47554401,NA,42.6,NA,NA
