"","Date","European Union_Allowance Price_Domestic Currency (EUR)","California_Allowance Price_Domestic Currency (USD)","New Zealand_Allowance Price_Domestic Currency (NZD)","Hubei_Allowance Price_Domestic Currency (CNY)"
"6042",2021-07-14,53.28,NA,47.3,31.75
"6043",2021-07-15,52.88,NA,47.55,32.27
"6044",2021-07-16,52.78,NA,47.8,33.65
"6047",2021-07-19,52.31,NA,47.9,33.03868944
"6048",2021-07-20,51.12,NA,47.82,33.69
"6049",2021-07-21,52.06,NA,47.97,32.81
"6050",2021-07-22,50.71,NA,48.1,34.88
"6051",2021-07-23,50.82,NA,48.12,34.49
"6054",2021-07-26,53.12,NA,48.05,35.73
"6055",2021-07-27,52.84,NA,48.5,37.46
"6056",2021-07-28,53.77,NA,48.6,39.3
"6057",2021-07-29,53.99,NA,48.6,40.67
"6058",2021-07-30,53.26,NA,48.6,43.78
"6061",2021-08-02,54.37,NA,48.6,42.52
"6062",2021-08-03,54.12,NA,48.8,41.85
"6063",2021-08-04,55.39,NA,49,42.28
"6064",2021-08-05,55.91,NA,49.1,41.39
"6065",2021-08-06,56.58,NA,49.15,42.93
"6068",2021-08-09,56.55,NA,49.25,43.9
"6069",2021-08-10,57.33,NA,49.6,45.47
"6070",2021-08-11,57.69,NA,49.55,44.15
"6071",2021-08-12,56.18,NA,49.8,43.85
"6072",2021-08-13,55.31,NA,49.7,42.6
"6075",2021-08-16,58.08,NA,49.75,42.91
"6076",2021-08-17,57.17,NA,49.7,42.85590612
"6077",2021-08-18,57.06,23.3,49.65,43.79307816
"6078",2021-08-19,53.43,NA,49.75,43.05
"6079",2021-08-20,54.31,NA,49.75,42.12
"6082",2021-08-23,55.29,NA,50.45,43.02
"6083",2021-08-24,56.58,NA,50.45,42.22
"6084",2021-08-25,56.48,NA,50.5,42.27
"6085",2021-08-26,56.81,NA,51,39.05
"6086",2021-08-27,58.95,NA,51.1,41.47
"6089",2021-08-30,60.71,NA,51.4,42.1
"6090",2021-08-31,60.71,NA,51.5,41.12
"6091",2021-09-01,60.07,NA,59,41.4
"6092",2021-09-02,61.48,NA,59.5,36.92267252
"6093",2021-09-03,61.29,NA,60.1,40.1
"6096",2021-09-06,62.27,NA,60.6,40.4
"6097",2021-09-07,61.95,NA,62,40.3
"6098",2021-09-08,62.41,NA,65.25,41.51
"6099",2021-09-09,62.7,NA,65.8,40.13
"6100",2021-09-10,60.87,NA,65,39.59
"6103",2021-09-13,61.01,NA,61.5,40.39
"6104",2021-09-14,59.8,NA,63.5,40.28
"6105",2021-09-15,59.8,NA,64,40.06
"6106",2021-09-16,59.26,NA,64,40.04
"6107",2021-09-17,59.43,NA,64,40.01
"6110",2021-09-20,60.62,NA,64.5,NA
"6111",2021-09-21,60.1,NA,64.5,NA
"6112",2021-09-22,60.54,NA,64.5,40.49
"6113",2021-09-23,60.49,NA,64.5,40.72
"6114",2021-09-24,62.88,NA,64.5,41.59
"6117",2021-09-27,64.32,NA,64.4,41.12
"6118",2021-09-28,61.86,NA,63.6,40.44
"6119",2021-09-29,62.82,NA,64,40.49
"6120",2021-09-30,61.68,NA,64.5,40.86
"6121",2021-10-01,61.99,NA,64.5,NA
"6124",2021-10-04,63.34,NA,64.5,NA
"6125",2021-10-05,64.66,NA,64.5,NA
"6126",2021-10-06,59.04,NA,64.7,NA
"6127",2021-10-07,60.33,NA,64.5,NA
"6128",2021-10-08,58.31,NA,64.6,39.90566222
"6131",2021-10-11,59.11,NA,64.5,42.03569188
"6132",2021-10-12,58.89,NA,64.5,42.06562358
"6133",2021-10-13,59.04,NA,64.85,41.09369427
"6134",2021-10-14,61.4,NA,64.8,40.870459
"6135",2021-10-15,59.41,NA,64.8,40.36147607
"6138",2021-10-18,58.54,NA,64.75,41.73617241
"6139",2021-10-19,54.52,NA,65,41.6306906
"6140",2021-10-20,57.76,NA,64.5,40.83679945
"6141",2021-10-21,57.96,NA,65,41.20938114
"6142",2021-10-22,58.25,NA,65,40.85663744
"6145",2021-10-25,58.96,NA,NA,40.87798016
"6146",2021-10-26,59.78,NA,65.1,41.08972746
"6147",2021-10-27,59.88,NA,65.1,41.24351627
"6148",2021-10-28,58.55,NA,65.25,40.50406217
"6149",2021-10-29,58.7,NA,65,40.62957442
"6152",2021-11-01,56.92,NA,65.25,41.2418001
"6153",2021-11-02,59.43,NA,65.25,42.06007065
"6154",2021-11-03,59.8,NA,65.25,42.41493963
"6155",2021-11-04,59.85,NA,65.3,39.20708232
"6156",2021-11-05,59.39,NA,65.3,41.78585166
"6159",2021-11-08,60.62,NA,65.2,40.61248795
"6160",2021-11-09,60.41,NA,65.2,41.05163219
"6161",2021-11-10,63.15,NA,65.2,40.79403281
"6162",2021-11-11,63.69,NA,65,41.00810041
"6163",2021-11-12,63.26,NA,64.8,41.15088127
"6166",2021-11-15,65.92,NA,64.9,41.00291313
"6167",2021-11-16,67.54,NA,65.1,40.39750721
"6168",2021-11-17,67.15,28.26,65.1,40.04860612
"6169",2021-11-18,69.09,NA,64.9,38.03094175
"6170",2021-11-19,69.35,NA,64.9,35.44792774
"6173",2021-11-22,69.9,NA,64.8,30.78640928
"6174",2021-11-23,69.17,NA,64.9,31.11196892
"6175",2021-11-24,72.9,NA,64.9,32.02185946
"6176",2021-11-25,74.45,NA,64.95,32.73051451
"6177",2021-11-26,72.77,NA,64.9,33.45504273
"6180",2021-11-29,74.18,NA,65,34.43426167
"6181",2021-11-30,75.36,NA,65,33.59333748
"6182",2021-12-01,76.8,NA,68.5,33.16304232
"6183",2021-12-02,79.85,NA,68.4,32.74358831
"6184",2021-12-03,78.24,NA,68.3,32.3445607
"6187",2021-12-06,81.24,NA,68.25,32.31808653
"6188",2021-12-07,84.89,NA,68.4,32.80608507
"6189",2021-12-08,88.88,NA,68.15,31.87324353
"6190",2021-12-09,80.19,NA,68.15,30.99053611
"6191",2021-12-10,83.73,NA,68.1,31.85657921
"6194",2021-12-13,82.12,NA,68,33.97376508
"6195",2021-12-14,79.48,NA,68.05,31.80913697
"6196",2021-12-15,80.5,NA,68.15,31.88767451
"6197",2021-12-16,84.77,NA,68.15,31.99917858
"6198",2021-12-17,73.28,NA,68.17,32.29194911
"6201",2021-12-20,79.38,NA,68.5,32.31146841
"6202",2021-12-21,80.42,NA,68.5,36.73874336
"6203",2021-12-22,76.26,NA,68.5,38.70033779
"6204",2021-12-23,73.92,NA,68.5,37.6371167
"6205",2021-12-24,NA,NA,68.45,36.56564188
"6208",2021-12-27,76.38,NA,NA,36.56564188
"6209",2021-12-28,78.75,NA,NA,36.4268468
"6210",2021-12-29,79.81,NA,68.2,37.24054884
"6211",2021-12-30,79.61,NA,68.15,36.42663835
"6212",2021-12-31,79.61,NA,68.2,37.57768255
"6215",2022-01-03,83.52,NA,NA,NA
"6216",2022-01-04,84.44,NA,NA,37.15
"6217",2022-01-05,87.15,NA,68.25,38.52
"6218",2022-01-06,86.31,NA,68.35,38.78
"6219",2022-01-07,84.99,NA,68.37,39.35
"6222",2022-01-10,79.73,NA,68.6,40.44
"6223",2022-01-11,80.95,NA,69.1,39.68
"6224",2022-01-12,79.69,NA,70.25,40.82
"6225",2022-01-13,80.23,NA,72,40.69
"6226",2022-01-14,81.73,NA,72,40.97
"6229",2022-01-17,80.23,NA,72.1,40.86
"6230",2022-01-18,82.31,NA,72.25,40.39
"6231",2022-01-19,81.72,NA,73.35,40.53
"6232",2022-01-20,85.23,NA,74.25,40.74
"6233",2022-01-21,84.11,NA,74.95,41.24
"6236",2022-01-24,83.66,NA,NA,41.08
"6237",2022-01-25,87.09,NA,74.92,41.98
"6238",2022-01-26,88.3,NA,75.1,41.8
"6239",2022-01-27,89.39,NA,75.25,43.39
"6240",2022-01-28,88.83,NA,75.25,46.81
"6243",2022-01-31,88.8,NA,NA,NA
"6244",2022-02-01,89.09,NA,76.25,NA
"6245",2022-02-02,93.68,NA,76.75,NA
"6246",2022-02-03,94.32,NA,77,NA
"6247",2022-02-04,95.95,NA,77.25,NA
"6250",2022-02-07,96.21,NA,NA,50.03
"6251",2022-02-08,96.41,NA,78.3,56.43
"6252",2022-02-09,90.34,NA,81,61.89
"6253",2022-02-10,90.36,NA,81.5,56.51
"6254",2022-02-11,92.45,NA,82.9,49.88
"6257",2022-02-14,91.29,NA,84.5,50.77
"6258",2022-02-15,90.67,NA,86.25,53.36
"6259",2022-02-16,89.34,29.15,85.5,53.27
"6260",2022-02-17,85.95,NA,85,52.45
"6261",2022-02-18,89.01,NA,84,54.14
"6264",2022-02-21,89.26,NA,82.5,51.82
"6265",2022-02-22,89.37,NA,80.75,51.64
"6266",2022-02-23,94.66,NA,80.75,51.65
"6267",2022-02-24,86.62,NA,80,51.69
"6268",2022-02-25,87.72,NA,80,51.74
"6271",2022-02-28,81.81,NA,80.75,51.26
"6272",2022-03-01,68.53,NA,80,50.28
"6273",2022-03-02,68.25,NA,78.5,50.13
"6274",2022-03-03,67.08,NA,79,49.21
"6275",2022-03-04,64.78,NA,78.5,48
"6278",2022-03-07,57.92,NA,76.5,47.66
"6279",2022-03-08,68.1,NA,74.75,47.18
"6280",2022-03-09,72.77,NA,70.25,47.61
"6281",2022-03-10,76.02,NA,72,48.07
"6282",2022-03-11,76.38,NA,72.5,48.18
"6285",2022-03-14,77.88,NA,72,47.66
"6286",2022-03-15,77.03,NA,71.75,47.05
"6287",2022-03-16,77.75,NA,73.5,47.16
"6288",2022-03-17,79.52,NA,73.62,47.37
"6289",2022-03-18,78.52,NA,73.62,47.41
"6292",2022-03-21,78.01,NA,73.45,46.13
"6293",2022-03-22,80.29,NA,72.9,46.06
"6294",2022-03-23,76.25,NA,73.1,46.68
"6295",2022-03-24,77.94,NA,74,43.04
"6296",2022-03-25,78.31,NA,75.25,44.11
"6299",2022-03-28,80.54,NA,76,44.81
"6300",2022-03-29,81.44,NA,76.05,46.21
"6301",2022-03-30,78.04,NA,76,46.59
"6302",2022-03-31,76.25,NA,75.9,46.82
"6303",2022-04-01,78.29,NA,76,46.04
"6306",2022-04-04,78.29,NA,76,NA
"6307",2022-04-05,77.85,NA,76,NA
"6308",2022-04-06,76.97,NA,76,46.75
"6309",2022-04-07,79.73,NA,76,47.05
"6310",2022-04-08,79.89,NA,75.9,46.73
"6313",2022-04-11,77.75,NA,75.5,47.14
"6314",2022-04-12,78.81,NA,76.25,46.9
"6315",2022-04-13,77.22,NA,76.5,47.2
"6316",2022-04-14,79.72,NA,76.5,46.87
"6317",2022-04-15,NA,NA,NA,46.41
"6320",2022-04-18,NA,NA,NA,47
"6321",2022-04-19,79.9,NA,76.8,46.9
"6322",2022-04-20,87.53,NA,76.85,46.37
"6323",2022-04-21,86.11,NA,76.25,46.96
"6324",2022-04-22,88.6,NA,76.1,46.55
"6327",2022-04-25,83.06,NA,NA,46.56
"6328",2022-04-26,82.29,NA,75.9,46.8
"6329",2022-04-27,80.6,NA,75.75,46.84
"6330",2022-04-28,82.26,NA,75.9,46.32
"6331",2022-04-29,84.01,NA,75.9,46.47
"6334",2022-05-02,82.61,NA,75.9,NA
"6335",2022-05-03,87.75,NA,75.87,NA
"6336",2022-05-04,87.87,NA,76.2,NA
"6337",2022-05-05,88.48,NA,76.3,45.82
"6338",2022-05-06,91.1,NA,76.5,45.7
"6341",2022-05-09,86.58,NA,76.47,44.26
"6342",2022-05-10,86.9,NA,76.45,43.86
"6343",2022-05-11,88.41,NA,76.45,43.46
"6344",2022-05-12,87.83,NA,76.4,44.83
"6345",2022-05-13,88.06,NA,76.5,44.01
"6348",2022-05-16,89.14,NA,76.6,45.49
"6349",2022-05-17,91.3,NA,76.6,46.63
"6350",2022-05-18,84.22,30.85,76.42,46.01
"6351",2022-05-19,82.79,NA,76.47,46.8
"6352",2022-05-20,80.01,NA,76.9,45.25
"6355",2022-05-23,77.79,NA,77.05,46.86
"6356",2022-05-24,80.97,NA,77.1,46.25
"6357",2022-05-25,81.03,NA,77,47.52
"6358",2022-05-26,84.39,NA,77,46.5
"6359",2022-05-27,83.83,NA,77.2,47.15
"6362",2022-05-30,83.6,NA,77,46.74
"6363",2022-05-31,83.64,NA,76.87,47.29
"6364",2022-06-01,85.72,NA,76.85,47.01
"6365",2022-06-02,85.97,NA,76.85,47.08
"6366",2022-06-03,86.5,NA,77.1,NA
"6369",2022-06-06,81.06,NA,76.8,47.28
"6370",2022-06-07,80.97,NA,76.8,47.02
"6371",2022-06-08,79.48,NA,76.9,46.95
"6372",2022-06-09,80.67,NA,76.8,47.29
"6373",2022-06-10,81.53,NA,76.6,47.16
"6376",2022-06-13,81.19,NA,76.6,51.05
"6377",2022-06-14,83.79,NA,76.4,47.17
"6378",2022-06-15,85.83,NA,75.7,48.18
"6379",2022-06-16,82.61,NA,77,47.74
"6380",2022-06-17,81.99,NA,76.85,47.6
"6383",2022-06-20,83.59,NA,76.6,47.47
"6384",2022-06-21,84.29,NA,76.5,47.61
"6385",2022-06-22,81.42,NA,76.5,48.34
"6386",2022-06-23,83.66,NA,76.25,48.42
"6387",2022-06-24,82.98,NA,76,48.68
"6390",2022-06-27,84.59,NA,75.95,48.98
"6391",2022-06-28,86.98,NA,76.2,48.91
"6392",2022-06-29,87.93,NA,76.1,49.04
"6393",2022-06-30,89.77,NA,76,48.75
"6394",2022-07-01,85.18,NA,76,48.44
"6397",2022-07-04,84.16,NA,75.4,49.04
"6398",2022-07-05,82.83,NA,75.37,49
"6399",2022-07-06,82.85,NA,75,46.07
"6400",2022-07-07,84.52,NA,74.75,50.05
"6401",2022-07-08,82.39,NA,74,48.97
"6404",2022-07-11,83.96,NA,73,49.22
"6405",2022-07-12,85.25,NA,73,48.72
"6406",2022-07-13,83.47,NA,72.87,46.19
"6407",2022-07-14,83.58,NA,73.15,49.91
"6408",2022-07-15,84.97,NA,72.8,49.27
"6411",2022-07-18,84.56,NA,72.9,48.93
"6412",2022-07-19,83.27,NA,72.9,48.23
"6413",2022-07-20,78.47,NA,72.87,49.11
"6414",2022-07-21,77.76,NA,73.15,48.49
"6415",2022-07-22,75.95,NA,73,45.31
"6418",2022-07-25,76,NA,72.8,48.5
"6419",2022-07-26,76.34,NA,72.55,48.25
"6420",2022-07-27,75.8,NA,72.6,47.17
"6421",2022-07-28,78.63,NA,80.75,47.52
"6422",2022-07-29,78.21,NA,80.25,47.34
"6425",2022-08-01,80.22,NA,80.3,47.75
"6426",2022-08-02,81.59,NA,80.3,47.24
"6427",2022-08-03,83.63,NA,80.25,45.76
"6428",2022-08-04,83.82,NA,80,45.34
"6429",2022-08-05,84.38,NA,80,44.29
"6432",2022-08-08,83.44,NA,79.8,43.87
"6433",2022-08-09,85.56,NA,79.85,44.26
"6434",2022-08-10,85.53,NA,79.9,43.71
"6435",2022-08-11,87.16,NA,80,43.24
"6436",2022-08-12,88.5,NA,80.25,44.53
"6439",2022-08-15,90.4,NA,80.25,46.18
"6440",2022-08-16,91.67,NA,80.75,46.72
"6441",2022-08-17,95.4,27,83.5,46.64
"6442",2022-08-18,95.63,NA,83.45,46.59
"6443",2022-08-19,97.58,NA,85.3,46.85
"6446",2022-08-22,91.75,NA,85.5,47.24
"6447",2022-08-23,88.93,NA,85.5,47.39
"6448",2022-08-24,88.84,NA,86.05,47.58
"6449",2022-08-25,88.94,NA,85.6,47.64
"6450",2022-08-26,89.93,NA,85.7,46.94
"6453",2022-08-29,86.24,NA,86.2,48.11
"6454",2022-08-30,80.33,NA,86.65,46.88
"6455",2022-08-31,79.6,NA,86.7,47.06
"6456",2022-09-01,80.32,NA,86.8,47.48
"6457",2022-09-02,77.44,NA,87.1,47.47
"6460",2022-09-05,74.04,NA,87.05,47.3
"6461",2022-09-06,69.57,NA,87.15,46.74
"6462",2022-09-07,68.71,NA,87.3,47.25
"6463",2022-09-08,66.93,NA,85.5,46.7
"6464",2022-09-09,65.72,NA,85.7,47.42
"6467",2022-09-12,71.45,NA,85.5,NA
"6468",2022-09-13,69.35,NA,85,46.25
"6469",2022-09-14,72.15,NA,84,47.76
"6470",2022-09-15,71.46,NA,84,47.33
"6471",2022-09-16,72.87,NA,83,47.58
"6474",2022-09-19,70.71,NA,83.1,46.72
"6475",2022-09-20,70.74,NA,82.75,47.23
"6476",2022-09-21,69.39,NA,82.75,47.12
"6477",2022-09-22,70.05,NA,81.75,47.02
"6478",2022-09-23,65.4,NA,82,47.18
"6481",2022-09-26,69.97,NA,81.85,46.6
"6482",2022-09-27,67.61,NA,81,47.95
"6483",2022-09-28,64.8,NA,80,47.78
"6484",2022-09-29,65.4,NA,79,48.32
"6485",2022-09-30,66.41,NA,78,48.16
"6488",2022-10-03,65.58,NA,78,NA
"6489",2022-10-04,66.65,NA,78.05,NA
"6490",2022-10-05,66.82,NA,78.2,NA
"6491",2022-10-06,68.72,NA,82.5,NA
"6492",2022-10-07,69.6,NA,82.9,NA
"6495",2022-10-10,66.54,NA,82.22,48.58
"6496",2022-10-11,66.12,NA,80.75,49.12
"6497",2022-10-12,66.49,NA,80.4,48.91
"6498",2022-10-13,68.61,NA,80.7,49.35
"6499",2022-10-14,67.79,NA,81,49.34
"6502",2022-10-17,67.29,NA,81,49.42
"6503",2022-10-18,67.55,NA,80.75,50.1
"6504",2022-10-19,67.07,NA,80.67,50.03
"6505",2022-10-20,66.65,NA,80.9,49.95
"6506",2022-10-21,68.51,NA,81.2,50.13
"6509",2022-10-24,72.11,NA,81.2,50.51
"6510",2022-10-25,76.87,NA,81.25,50.5
"6511",2022-10-26,75.54,NA,82,50.15
"6512",2022-10-27,79.92,NA,82.5,49.54
"6513",2022-10-28,80.91,NA,84.75,49.58
"6516",2022-10-31,79.68,NA,85,50.3
"6517",2022-11-01,76.45,NA,84.6,49.69
"6518",2022-11-02,76.46,NA,84.5,50.42
"6519",2022-11-03,76.04,NA,85,49.64
"6520",2022-11-04,76.13,NA,85,50.22
"6523",2022-11-07,77.26,NA,86.5,49.99
"6524",2022-11-08,75.92,NA,87.1,49.22
"6525",2022-11-09,72.61,NA,88.2,50.11
"6526",2022-11-10,72.87,NA,88.2,49.27
"6527",2022-11-11,75.65,NA,87.9,49.15
"6530",2022-11-14,75.05,NA,88.5,49.36
"6531",2022-11-15,76.47,NA,88.17,49.23
"6532",2022-11-16,73.25,26.8,88.25,49.5
"6533",2022-11-17,72.24,NA,88.4,48.85
"6534",2022-11-18,72.31,NA,88.15,48.61
"6537",2022-11-21,74.45,NA,88,48.66
"6538",2022-11-22,73.75,NA,88,48.95
"6539",2022-11-23,75.7,NA,87.85,48.99
"6540",2022-11-24,78.1,NA,86.5,48.98
"6541",2022-11-25,78.7,NA,86.2,48.78
"6544",2022-11-28,78.68,NA,86,48.77
"6545",2022-11-29,81.25,NA,84.15,49.19
"6546",2022-11-30,84.55,NA,83.5,48.31
"6547",2022-12-01,85.08,NA,82.45,45.57
"6548",2022-12-02,87.58,NA,81,46.4
"6551",2022-12-05,87.22,NA,81,45.74
"6552",2022-12-06,87.64,NA,82,45.31
"6553",2022-12-07,88.02,NA,82.5,43.07
"6554",2022-12-08,88.62,NA,82.5,42.84
"6555",2022-12-09,87.76,NA,83.25,43.46
"6558",2022-12-12,90.1,NA,83.37,44.65
"6559",2022-12-13,88.59,NA,83,47.13
"6560",2022-12-14,86.56,NA,83.5,47.27
"6561",2022-12-15,85.5,NA,86,47.73
"6562",2022-12-16,83.8,NA,77.5,48.07
"6565",2022-12-19,84.11,NA,77.17,48.49
"6566",2022-12-20,86.95,NA,77,48.46
"6567",2022-12-21,84.63,NA,76.5,48.27
"6568",2022-12-22,85.99,NA,76,46.38
"6569",2022-12-23,86.09,NA,76.97,47.24
"6572",2022-12-26,NA,NA,NA,46.83
"6573",2022-12-27,85.02,NA,NA,47.57
"6574",2022-12-28,82.8,NA,77.37,48.43
"6575",2022-12-29,81.29,NA,77,48.22
"6576",2022-12-30,80.76,NA,77,48.33
"6579",2023-01-02,83.3,NA,76.42,NA
"6580",2023-01-03,80.57,NA,76.42,48.29
"6581",2023-01-04,74.98,NA,76,48.02
"6582",2023-01-05,76.03,NA,75,48.1
"6583",2023-01-06,74.58,NA,74.75,47.46
"6586",2023-01-09,78.59,NA,74.75,48.28
"6587",2023-01-10,77.65,NA,72.75,48.08
"6588",2023-01-11,76.1,NA,72.75,47.57
"6589",2023-01-12,77.32,NA,73,47.42
"6590",2023-01-13,76.97,NA,73.25,48.16
"6593",2023-01-16,74.7,NA,73.5,47.46
"6594",2023-01-17,76.74,NA,73.75,47.06
"6595",2023-01-18,80.44,NA,73.9,47.44
"6596",2023-01-19,81.09,NA,73.5,46.03
"6597",2023-01-20,82.24,NA,73.5,49.33
"6600",2023-01-23,82.33,NA,73,NA
"6601",2023-01-24,78.85,NA,72.72,NA
"6602",2023-01-25,81.41,NA,72.5,NA
"6603",2023-01-26,86.41,NA,72.5,NA
"6604",2023-01-27,86.12,NA,72.3,NA
"6607",2023-01-30,86.53,NA,72.65,49.51
"6608",2023-01-31,89.85,NA,72,52.13
"6609",2023-02-01,92.19,NA,72,50.99
"6610",2023-02-02,89.81,NA,72.4,50.18
"6611",2023-02-03,90.07,NA,72.5,49.92
"6614",2023-02-06,87.73,NA,72.67,50.12
"6615",2023-02-07,87.18,NA,72.5,49.16
"6616",2023-02-08,87.18,NA,72.25,49.04
"6617",2023-02-09,87.9,NA,72.1,48.46
"6618",2023-02-10,89.93,NA,72.3,49.94
"6621",2023-02-13,89.13,NA,71.95,48.06
"6622",2023-02-14,88.99,NA,71.9,48.18
"6623",2023-02-15,91.22,27.85,71.8,47.58
"6624",2023-02-16,94.33,NA,70.45,47.81
"6625",2023-02-17,93.05,NA,70.05,48.37
"6628",2023-02-20,95.09,NA,69.92,47.7
"6629",2023-02-21,97.04,NA,69,47.55
"6630",2023-02-22,93.49,NA,68.5,46.51
"6631",2023-02-23,94.26,NA,67,47.52
"6632",2023-02-24,94.07,NA,68,47.34
"6635",2023-02-27,96.85,NA,68,47.98
"6636",2023-02-28,96.38,NA,67,47.43
"6637",2023-03-01,93.52,NA,67,47.33
"6638",2023-03-02,90.03,NA,67,47.14
"6639",2023-03-03,88.9,NA,66.9,47.5
"6642",2023-03-06,89.75,NA,66,47.54
"6643",2023-03-07,92.44,NA,65.75,47.46
"6644",2023-03-08,94.55,NA,67,47.59
"6645",2023-03-09,95.18,NA,66.25,47.44
"6646",2023-03-10,96.59,NA,66,47.04
"6649",2023-03-13,94.17,NA,65.5,46.52
"6650",2023-03-14,89.72,NA,65.25,47.05
"6651",2023-03-15,86.52,NA,68,47.24
"6652",2023-03-16,84.37,NA,66.75,47.08
"6653",2023-03-17,84.52,NA,66,46.43
"6656",2023-03-20,85.06,NA,65.75,46.98
"6657",2023-03-21,86.85,NA,65,46.85
"6658",2023-03-22,86.76,NA,65,47.17
"6659",2023-03-23,89.67,NA,64.45,47.02
"6660",2023-03-24,85.09,NA,63.1,47.12
"6663",2023-03-27,84.77,NA,61.5,46.9
"6664",2023-03-28,86.61,NA,60.5,46.64
"6665",2023-03-29,87.54,NA,60,46.76
"6666",2023-03-30,88.24,NA,54,46.69
"6667",2023-03-31,89.24,NA,54.5,47.14
"6670",2023-04-03,93.04,NA,58,47.63
"6671",2023-04-04,92.29,NA,59,46.93
"6672",2023-04-05,93.96,NA,59,NA
"6673",2023-04-06,94.01,NA,59.25,46.93
"6674",2023-04-07,NA,NA,59.25,48.35
"6677",2023-04-10,NA,NA,59.25,46.92
"6678",2023-04-11,94.72,NA,59.25,46.8
"6679",2023-04-12,93.3,NA,59,45.82
"6680",2023-04-13,91.86,NA,62.5,47.86
"6681",2023-04-14,91.28,NA,62.75,45.82
"6684",2023-04-17,90.56,NA,61.75,46.23
"6685",2023-04-18,92.82,NA,61.35,45.98
"6686",2023-04-19,91.96,NA,61.35,45.96
"6687",2023-04-20,89.5,NA,60.5,49.92
"6688",2023-04-21,87.26,NA,61.15,49.97
"6691",2023-04-24,85.94,NA,60.57,48.31
"6692",2023-04-25,84.59,NA,60.82,45.18
"6693",2023-04-26,83.3,NA,61,49.75
"6694",2023-04-27,83.8,NA,58.5,49.73
"6695",2023-04-28,85.1,NA,56,49.77
"6698",2023-05-01,NA,NA,56,NA
"6699",2023-05-02,86.18,NA,54.25,NA
"6700",2023-05-03,82.86,NA,53.25,NA
"6701",2023-05-04,82.57,NA,54.75,49.88
"6702",2023-05-05,82.86,NA,54.5,49.95
"6705",2023-05-08,83.28,NA,54,49.51
"6706",2023-05-09,84.65,NA,54,49.66
"6707",2023-05-10,87.31,NA,54,49.73
"6708",2023-05-11,86.22,NA,52,49.98
"6709",2023-05-12,86.31,NA,52.5,46.54
"6712",2023-05-15,84.86,NA,52.25,49.92
"6713",2023-05-16,86.47,NA,51.95,48.39
"6714",2023-05-17,86.07,30.33,51.5,48.38
"6715",2023-05-18,87.73,NA,51.5,48.76
"6716",2023-05-19,87.76,NA,54,48.83
"6719",2023-05-22,85.65,NA,54,49.8
"6720",2023-05-23,83.41,NA,54,49.79
"6721",2023-05-24,83.05,NA,53.75,50
"6722",2023-05-25,80.94,NA,54,49.53
"6723",2023-05-26,80.29,NA,55,49.83
"6726",2023-05-29,80.9,NA,55.25,33.41
"6727",2023-05-30,78.61,NA,54.5,49.81
"6728",2023-05-31,79.2,NA,54.7,49.7
"6729",2023-06-01,76.98,NA,55,49.82
"6730",2023-06-02,77.26,NA,55.75,49.97
"6733",2023-06-05,80.76,NA,55.75,47.97
"6734",2023-06-06,79.94,NA,55.75,49.99
"6735",2023-06-07,81.81,NA,56.5,49.6
"6736",2023-06-08,82.19,NA,56.3,49.75
"6737",2023-06-09,84.93,NA,56,49.7
"6740",2023-06-12,85.96,NA,55,49.72
"6741",2023-06-13,88,NA,57.25,49.89
"6742",2023-06-14,91.42,NA,60.5,49.19
"6743",2023-06-15,91.33,NA,60,49.92
"6744",2023-06-16,90.4,NA,60,49.92
"6747",2023-06-19,90.16,NA,59.25,39.77
"6748",2023-06-20,92.82,NA,53.25,46.77
"6749",2023-06-21,88.55,NA,51.25,46.43
"6750",2023-06-22,88.16,NA,47.5,NA
"6751",2023-06-23,85.89,NA,45,NA
"6754",2023-06-26,84.3,NA,41,49.96
"6755",2023-06-27,86.87,NA,42.5,49.25
"6756",2023-06-28,85.78,NA,41,50
"6757",2023-06-29,85.94,NA,41,49.97
"6758",2023-06-30,87.17,NA,41.75,49.99
"6761",2023-07-03,85.47,NA,41.75,46.36
"6762",2023-07-04,85.45,NA,37,46.57
"6763",2023-07-05,84.08,NA,37.75,46.11
"6764",2023-07-06,84.25,NA,38,46.06
"6765",2023-07-07,84.44,NA,39.5,46.04
"6768",2023-07-10,84.6,NA,39,46.01
"6769",2023-07-11,85.07,NA,38.25,49.99
"6770",2023-07-12,84.16,NA,39.25,49.68
"6771",2023-07-13,84.19,NA,38,50
"6772",2023-07-14,84.39,NA,38,50
"6775",2023-07-17,84.87,NA,49.95,49.99
"6776",2023-07-18,85.73,NA,50,50
"6777",2023-07-19,87.56,NA,49.75,49.36
"6778",2023-07-20,88.87,NA,48,49.81
"6779",2023-07-21,89.74,NA,47.25,49.87
"6782",2023-07-24,89.45,NA,45,49.84
"6783",2023-07-25,90.25,NA,51.25,48.58
"6784",2023-07-26,89.19,NA,65.25,49.97
"6785",2023-07-27,89.45,NA,61.5,48.24
"6786",2023-07-28,87.12,NA,60,49.98
"6789",2023-07-31,85.16,NA,59.75,49.36
"6790",2023-08-01,83.65,NA,57.5,48.98
"6791",2023-08-02,82.06,NA,57,49.84
"6792",2023-08-03,83.4,NA,58,49.8
"6793",2023-08-04,82.28,NA,58,49.87
"6796",2023-08-07,81.34,NA,59.9,46.05
"6797",2023-08-08,83.02,NA,60.25,46.17
"6798",2023-08-09,82.64,NA,60.75,49.95
"6799",2023-08-10,83.61,NA,59.95,49.92
"6800",2023-08-11,85.43,NA,60.2,47.5
